ⲁϥϫⲟⲟⲥ	ⲁ|ϥ|ϫⲟⲟ|ⲥ
ϩⲁⲛⲁⲕⲧⲓⲛ	ϩⲁ|ⲛ|ⲁⲕⲧⲓⲛ
ⲙⲡⲉⲥⲟⲩⲟⲉⲓⲛ	ⲙ|ⲡⲉⲥ|ⲟⲩⲟⲉⲓⲛ
ⲧⲙⲛⲧϩⲁⲣϣ	ⲧ|ⲙⲛⲧϩⲁⲣϣ
ⲧⲁⲛⲟⲭⲏ	ⲧ|ⲁⲛⲟⲭⲏ
ⲡⲉⲧϩⲙⲡⲉⲥϭⲱⲗⲡⲃⲟⲗ	ⲡ|ⲉⲧ|ϩⲙ|ⲡⲉⲥ|ϭⲱⲗ|ⲡ|ⲃⲟⲗ
ⲡⲧⲁⲥⲱⲛϩ	ⲡ|ⲧⲁ|ⲥⲱⲛϩ
ⲉⲟⲩϫⲓ	ⲉ|ⲟⲩ|ϫⲓ
ⲕⲃⲁ	ⲕⲃⲁ
ⲛⲧⲁⲥⲁϩⲉ	ⲛⲧ|ⲁ|ⲥ|ⲁϩⲉ
ⲛϩⲉⲛⲁⲧⲛⲟⲃⲉ	ⲛ|ϩⲉⲛ|ⲁⲧⲛⲟⲃⲉ
ⲙⲛϩⲉⲛⲣⲉϥⲣⲛⲟⲃⲉ	ⲙⲛ|ϩⲉⲛ|ⲣⲉϥⲣⲛⲟⲃⲉ
ⲉⲧⲣⲉⲥϯ	ⲉ|ⲧⲣⲉ|ⲥ|ϯ
ⲙⲡϫⲓⲕⲃⲁ	ⲙ|ⲡ|ϫⲓⲕⲃⲁ
ⲙⲛⲥⲏϥⲉ	ⲙⲛ|ⲥⲏϥⲉ
ⲉⲙⲡⲟⲟⲛⲉⲥ	ⲉ|ⲙ|ⲡ|ⲟⲟⲛⲉ|ⲥ
ϩⲓⲧⲛⲛⲉⲧⲉⲟⲩⲛⲧⲁⲩ	ϩⲓⲧⲛ|ⲛ|ⲉⲧⲉ|ⲟⲩⲛⲧⲁ|ⲩ
ϫⲉⲧⲉⲥⲉⲝⲟⲩⲥⲓⲁ	ϫⲉ|ⲧⲉⲥ|ⲉⲝⲟⲩⲥⲓⲁ
ϣⲟⲟⲡⲛⲁⲥ	ϣⲟⲟⲡ|ⲛⲁ|ⲥ
ⲉⲧⲣⲉⲥⲙⲟⲟϣⲉ	ⲉ|ⲧⲣⲉ|ⲥ|ⲙⲟⲟϣⲉ
ⲉⲧⲥⲟⲩⲉϣ	ⲉⲧ|ⲥ|ⲟⲩⲉϣ
ⲙⲡⲉⲧⲥⲕⲱⲛⲥ	ⲙ|ⲡ|ⲉⲧ|ⲥ|ⲕⲱⲛⲥ
ⲡⲉⲧⲕⲱⲛⲥ	ⲡ|ⲉⲧ|ⲕⲱⲛⲥ
ⲉⲥⲡⲱⲱⲛⲉ	ⲉ|ⲥ|ⲡⲱⲱⲛⲉ
ⲥⲕⲧⲟ	ⲥ|ⲕⲧⲟ
ⲉⲧⲥϫⲓ	ⲉⲧ|ⲥ|ϫⲓ
ⲥⲕⲱ	ⲥ|ⲕⲱ
ⲛⲛⲍⲱⲟⲛ	ⲛ|ⲛ|ⲍⲱⲟⲛ
ⲕⲁⲧⲁⲡⲉⲛⲧⲁⲡⲉⲡⲣⲟⲫⲏⲧⲏⲥ	ⲕⲁⲧⲁ|ⲡ|ⲉⲛⲧ|ⲁ|ⲡⲉ|ⲡⲣⲟⲫⲏⲧⲏⲥ
ⲉⲛⲉⲧⲣⲟⲭⲟⲥ	ⲉ|ⲛⲉ|ⲧⲣⲟⲭⲟⲥ
ⲡⲉⲧⲛϩⲏⲧⲟⲩ	ⲡ|ⲉⲧ|ⲛϩⲏⲧ|ⲟⲩ
ⲙⲛⲧⲏⲣϥ	ⲙⲛ|ⲧⲏⲣϥ
ⲡⲉⲥϫⲱⲣ	ⲡⲉⲥ|ϫⲱⲣ
ⲡⲉⲧϩⲙⲡⲉⲥⲕⲟⲥⲙⲉⲓ	ⲡ|ⲉⲧ|ϩⲙ|ⲡⲉⲥ|ⲕⲟⲥⲙⲉⲓ
ⲡⲉⲥⲥⲁ	ⲡⲉⲥ|ⲥⲁ
ⲙⲛⲡⲉⲥⲟⲩⲱϣⲥ	ⲙⲛ|ⲡⲉⲥ|ⲟⲩⲱϣⲥ
ⲉⲧⲉⲙⲛⲧⲟⲩ	ⲉⲧⲉ|ⲙⲛⲧ|ⲟⲩ
ϫⲉⲉⲥⲟⲩⲱϣ	ϫⲉ|ⲉ|ⲥ|ⲟⲩⲱϣ
ⲉϫⲓⲥⲉ	ⲉ|ϫⲓⲥⲉ
ϣⲁⲥϫⲓⲥⲉ	ϣⲁ|ⲥ|ϫⲓⲥⲉ
ⲉⲥⲟⲩⲉϣ	ⲉ|ⲥ|ⲟⲩⲉϣ
ϣⲁⲥⲟⲩⲱϣ	ϣⲁ|ⲥ|ⲟⲩⲱϣ
ϭⲱⲟⲩ	ϭⲱ|ⲟⲩ
ϣⲁⲥϭⲱⲟⲩ	ϣⲁ|ⲥ|ϭⲱⲟⲩ
ϩⲓⲃⲉ	ϩⲓⲃⲉ
ϣⲁⲥϩⲓⲃⲉ	ϣⲁ|ⲥ|ϩⲓⲃⲉ
ⲉϣⲁⲥⲟⲩⲱⲛϩ	ⲉ|ϣⲁ|ⲥ|ⲟⲩⲱⲛϩ
ⲕⲁⲧⲁⲛⲉⲥϣⲓ	ⲕⲁⲧⲁ|ⲛⲉⲥ|ϣⲓ
ⲙⲡⲉⲥⲥⲟⲃⲧⲉ	ⲙ|ⲡⲉⲥ|ⲥⲟⲃⲧⲉ
ⲕⲁⲧⲁⲛϣⲓ	ⲕⲁⲧⲁ|ⲛ|ϣⲓ
ⲛⲛⲉⲧⲛⲁϣϥⲓ	ⲛ|ⲛⲉⲧ|ⲛⲁ|ϣϥ|ⲓ
ϩⲁⲛⲉⲧⲛⲁⲩ	ϩⲁ|ⲛ|ⲉⲧ|ⲛⲁⲩ
ϣⲁⲥⲟⲩⲱⲛϩ	ϣⲁ|ⲥ|ⲟⲩⲱⲛϩ
ⲉⲧⲥⲧⲁⲗϭⲟ	ⲉⲧ|ⲥ|ⲧⲁⲗϭⲟ
ϫⲉⲥⲡⲁⲧⲁⲥⲥⲉⲓ	ϫⲉ|ⲥ|ⲡⲁ|ⲧⲁⲥⲥⲉⲓ
ⲥⲧⲁⲗϭⲟ	ⲥ|ⲧⲁⲗϭⲟ
ⲥⲱϭⲉ	ⲥ|ⲱϭⲉ
ⲥⲣⲡⲁϩⲣⲉ	ⲥ|ⲣⲡⲁϩⲣⲉ
ⲉⲛⲉⲧⲥⲡⲗⲏⲅⲉ	ⲉ|ⲛ|ⲉⲧ|ⲥ|ⲡⲗⲏⲅⲉ
ⲉⲧⲃⲱⲧⲉⲩⲙⲛⲧⲁⲧⲥⲱⲧⲙ	ⲉⲧⲃⲱ|ⲧⲉⲩ|ⲙⲛⲧⲁⲧⲥⲱⲧⲙ
ⲥⲣⲛⲁϩⲣⲉ	ⲥⲣ|ⲛ|ⲁϩⲣⲉ
ⲉⲛⲉⲧⲁⲡϫⲁϫⲉ	ⲉ|ⲛ|ⲉⲧ|ⲁ|ⲡ|ϫⲁϫⲉ
ϩⲓⲧⲛⲛⲉϥⲥⲟⲧⲉ	ϩⲓⲧⲛ|ⲛⲉϥ|ⲥⲟⲧⲉ
ⲧⲉⲥⲧⲱⲣⲉ	ⲧⲉⲥ|ⲧⲱⲣⲉ
ⲡⲉⲥⲙⲁ	ⲡⲉⲥ|ⲙⲁ
ⲛⲁⲙⲁϩⲧⲉ	ⲛ|ⲁⲙⲁϩⲧⲉ
ⲛⲛⲉⲧϭⲱϣⲧ	ⲛ|ⲛ|ⲉⲧ|ϭⲱϣⲧ
ⲉⲡⲥⲟⲟⲩⲧⲛ	ⲉ|ⲡ|ⲥⲟⲟⲩⲧⲛ
ⲙⲛⲡⲙⲉ	ⲙⲛ|ⲡ|ⲙⲉ
ⲉⲧⲥϩⲏⲛ	ⲉⲧ|ⲥ|ϩⲏⲛ
ⲉⲛⲧⲁⲩⲧⲁⲁⲩ	ⲉⲛⲧ|ⲁ|ⲩ|ⲧⲁⲁ|ⲩ
ⲉⲧⲣⲉⲛⲟⲩϫⲁⲓ	ⲉ|ⲧⲣⲉ|ⲛ|ⲟⲩϫⲁⲓ
ⲛⲧⲁⲙⲉⲓⲟⲛ	ⲛ|ⲧⲁⲙⲉⲓⲟⲛ
ⲉⲧⲥⲕⲏ	ⲉⲧ|ⲥ|ⲕⲏ
ϩⲛⲧⲟⲟⲧⲥ	ϩⲛ|ⲧⲟⲟⲧ|ⲥ
ⲛⲛⲉⲓⲗⲁⲁⲩ	ⲛ|ⲛⲉⲓ|ⲗⲁⲁⲩ
ⲛⲛⲁϩⲣⲁⲥ	ⲛⲛⲁϩⲣⲁ|ⲥ
ⲉⲥϩⲛ	ⲉ|ⲥ|ϩⲛ
ϩⲛⲛϣⲓ	ϩⲛ|ⲛ|ϣⲓ
ⲉⲧϥⲛⲁϣϭⲙϭⲟⲙ	ⲉⲧ|ϥ|ⲛⲁ|ϣ|ϭⲙϭⲟⲙ
ⲉϣⲁⲩϫⲟⲟⲥ	ⲉ|ϣⲁ|ⲩ|ϫⲟⲟ|ⲥ
ϩⲓⲧⲛϩⲉⲛⲕⲟⲟⲩⲉ	ϩⲓⲧⲛ|ϩⲉⲛ|ⲕⲟⲟⲩⲉ
ⲉϣⲁⲩϫⲉⲣⲥⲏϥⲉ	ⲉ|ϣⲁ|ⲩ|ϫⲉⲣⲥⲏϥⲉ
ⲥϩⲙⲡⲣⲱⲙⲉ	ⲥ|ϩⲙ|ⲡ|ⲣⲱⲙⲉ
ⲥⲉⲧⲙⲟⲩⲟⲛϩⲥ	ⲥⲉ|ⲧⲙ|ⲟⲩⲟⲛϩ|ⲥ
ⲙⲉϥⲛⲁⲩ	ⲙⲉ|ϥ|ⲛⲁⲩ
ⲥϩⲏⲛ	ⲥ|ϩⲏⲛ
ⲥⲟⲩⲏⲩ	ⲥ|ⲟⲩⲏⲩ
ϥⲉⲛⲉⲣⲅⲉⲓ	ϥ|ⲉⲛⲉⲣⲅⲉⲓ
ϥϣⲱⲱⲧ	ϥ|ϣⲱⲱⲧ
ⲉϩⲟⲩⲉⲥⲏϥⲉ	ⲉϩⲟⲩⲉ|ⲥⲏϥⲉ
ⲉⲛⲧⲁⲩϩⲱⲛ	ⲉⲛⲧ|ⲁ|ⲩ|ϩⲱⲛ
ⲉⲧⲣⲉⲙⲙⲁⲧⲟⲓ	ⲉ|ⲧⲣⲉ|ⲙ|ⲙⲁⲧⲟⲓ
ⲛⲧⲡⲉⲣⲓⲕⲉⲫⲁⲗⲁⲓⲁ	ⲛ|ⲧ|ⲡⲉⲣⲓⲕⲉⲫⲁⲗⲁⲓⲁ
ⲉⲧⲉⲡϣⲁϫⲉ	ⲉⲧⲉ|ⲡ|ϣⲁϫⲉ
ⲛⲧⲁⲛϫⲱⲱⲣⲉ	ⲛⲧ|ⲁ|ⲛ|ϫⲱⲱⲣⲉ
ⲧⲁⲩⲟ	ⲧⲁⲩⲟ
ⲛⲛⲉⲧϯⲟⲩⲃⲏⲩ	ⲛ|ⲛ|ⲉⲧ|ϯ|ⲟⲩⲃⲏ|ⲩ
ⲛⲧⲁⲩⲧⲁⲙⲉⲛⲉⲧⲣⲟⲟⲩⲧ	ⲛⲧ|ⲁ|ⲩ|ⲧⲁⲙⲉ|ⲛ|ⲉⲧ|ⲣⲟⲟⲩⲧ
ⲟⲩⲧ	ⲟⲩⲧ
ⲉⲩⲛⲁⲛⲉϫⲙⲟⲟⲩ	ⲉ|ⲩ|ⲛⲁ|ⲛⲉϫ|ⲙⲟⲟⲩ
ⲉⲧⲣⲉⲩⲉⲓⲱ	ⲉ|ⲧⲣⲉ|ⲩ|ⲉⲓⲱ
ⲙⲡⲉⲩϩⲟ	ⲙ|ⲡⲉⲩ|ϩⲟ
ⲙⲡⲣⲣⲡⲙⲉⲉⲩⲉ	ⲙⲡⲣ|ⲣ|ⲡ|ⲙⲉⲉⲩⲉ
ⲙⲡϥⲱ	ⲙ|ⲡ|ϥⲱ
ⲉⲩⲙⲛⲧϣⲟⲩϣⲟ	ⲉ|ⲩ|ⲙⲛⲧϣⲟⲩϣⲟ
ⲙⲛⲟⲩⲡⲁⲑⲟⲥ	ⲙⲛ|ⲟⲩ|ⲡⲁⲑⲟⲥ
ⲛϩⲏⲇⲟⲛⲏ	ⲛ|ϩⲏⲇⲟⲛⲏ
ⲛϭⲓⲟⲩϩⲟⲟⲩⲧ	ⲛϭⲓ|ⲟⲩ|ϩⲟⲟⲩⲧ
ⲉⲩⲛⲁⲉⲓⲱ	ⲉ|ⲩ|ⲛⲁ|ⲉⲓⲱ
ⲛⲛⲉⲩⲟⲩⲉⲣⲏⲧⲉ	ⲛ|ⲛⲉⲩ|ⲟⲩⲉⲣⲏⲧⲉ
ⲉⲩⲛⲁϫⲱⲕⲙ	ⲉ|ⲩ|ⲛⲁ|ϫⲱⲕⲙ
ⲉⲩⲛⲁⲧⲁϩⲥⲟⲩ	ⲉ|ⲩ|ⲛⲁ|ⲧⲁϩⲥ|ⲟⲩ
ⲙⲡⲟⲩϫⲛⲉⲡϩⲗⲗⲟ	ⲙⲡ|ⲟⲩ|ϫⲛⲉ|ⲡ|ϩⲗⲗⲟ
ⲉⲩⲛⲁϯ	ⲉ|ⲩ|ⲛⲁ|ϯ
ⲉⲩϩⲟⲉⲓⲧⲉ	ⲉ|ⲩ|ϩⲟⲉⲓⲧⲉ
ⲉⲩⲣϣⲱⲛ	ⲉ|ⲩ|ⲣϣⲱⲛ
ⲉⲩⲡⲣⲏϣ	ⲉ|ⲩ|ⲡⲣⲏϣ
ⲉⲩⲕⲗⲁϥⲧ	ⲉ|ⲩ|ⲕⲗⲁϥⲧ
ⲉⲩⲧⲟⲟⲩⲉ	ⲉ|ⲩ|ⲧⲟⲟⲩⲉ
ⲉⲧⲣⲉⲩⲧⲁⲙⲓⲟⲟⲩ	ⲉ|ⲧⲣⲉ|ⲩ|ⲧⲁⲙⲓⲟ|ⲟⲩ
ϫⲉⲛⲟⲩⲛⲛⲉ	ϫⲉ|ⲛⲟⲩⲛⲛⲉ
ⲉⲙⲡⲉⲟⲩϣⲱϣ	ⲉ|ⲙⲡⲉ|ⲟⲩ|ϣⲱϣ
ϫⲓⲛⲟⲩⲛⲟϭ	ϫⲓⲛ|ⲟⲩ|ⲛⲟϭ
ⲉϥⲛⲁϫⲓⲡϩⲟ	ⲉ|ϥ|ⲛⲁ|ϫⲓ|ⲡ|ϩⲟ
ⲛϩⲉⲛⲕⲁⲧⲁⲥⲁⲣⲝ	ⲛ|ϩⲉⲛ|ⲕⲁⲧⲁ|ⲥⲁⲣⲝ
ⲛⲧⲁⲩⲉⲧⲣⲉⲩϣⲃⲧⲟⲩ	ⲛⲧ|ⲁ|ⲩ|ⲉ|ⲧⲣⲉ|ⲩ|ϣⲃⲧ|ⲟⲩ
ⲉϩⲉⲛϣⲙⲙⲟ	ⲉ|ϩⲉⲛ|ϣⲙⲙⲟ
ⲙⲛϩⲉⲛⲟⲣⲫⲁⲛⲟⲥ	ⲙⲛ|ϩⲉⲛ|ⲟⲣⲫⲁⲛⲟⲥ
ϩⲛⲧϩⲃⲥⲱ	ϩⲛ|ⲧ|ϩⲃⲥⲱ
ϩⲛϭⲉⲗⲁⲁⲩ	ϩⲛ|ϭⲉ|ⲗⲁⲁⲩ
ⲉϥⲛⲁⲟⲩⲉⲙⲗⲁⲁⲩ	ⲉ|ϥ|ⲛⲁ|ⲟⲩⲉⲙ|ⲗⲁⲁⲩ
ⲙⲡⲕⲱⲧ	ⲙ|ⲡ|ⲕⲱⲧ
ⲟⲩϫⲓⲣ	ⲟⲩ|ϫⲓⲣ
ⲟⲩⲧⲃⲧ	ⲟⲩ|ⲧⲃⲧ
ⲟⲩⲧⲁⲣⲓⲭⲓⲟⲛ	ⲟⲩ|ⲧⲁⲣⲓⲭⲓⲟⲛ
ⲟⲩⲥⲟⲟⲩϩⲉ	ⲟⲩ|ⲥⲟⲟⲩϩⲉ
ⲟⲩϩⲁⲗⲱⲙ	ⲟⲩ|ϩⲁⲗⲱⲙ
ⲟⲩⲧⲣⲟⲩⲁⲛ	ⲟⲩ|ⲧⲣⲟⲩⲁⲛ
ⲟⲩⲉⲣⲱⲧⲉ	ⲟⲩ|ⲉⲣⲱⲧⲉ
ⲣϩⲁⲗ	ⲣϩⲁⲗ
ϩⲁⲧⲛⲧⲩⲏⲧⲛ	ϩⲁⲧⲛ|ⲧⲩⲏⲧⲛ
ⲉⲧⲣⲉⲛϫⲱϩ	ⲉ|ⲧⲣⲉ|ⲛ|ϫⲱϩ
ⲉⲧⲣⲉⲛⲧⲱⲡⲉ	ⲉ|ⲧⲣⲉ|ⲛ|ⲧⲱⲡⲉ
ⲙⲡⲣⲧⲣⲉⲛⲙⲉⲉⲩⲉ	ⲙⲡⲣ|ⲧⲣⲉ|ⲛ|ⲙⲉⲉⲩⲉ
ⲙⲡⲣⲧⲣⲉⲛⲉⲡⲓⲑⲩⲙⲉⲓ	ⲙⲡⲣ|ⲧⲣⲉ|ⲛ|ⲉⲡⲓⲑⲩⲙⲉⲓ
ⲉⲧⲣⲉⲛⲕⲁⲁⲩ	ⲉ|ⲧⲣⲉ|ⲛ|ⲕⲁⲁ|ⲩ
ⲛⲧⲁⲛⲉⲛⲉⲓⲟⲧⲉ	ⲛⲧ|ⲁ|ⲛⲉⲛ|ⲉⲓⲟⲧⲉ
ⲁⲩϣⲉⲡϩⲉⲛⲛⲟϭ	ⲁ|ⲩ|ϣⲉⲡ|ϩⲉⲛ|ⲛⲟϭ
ϫⲉⲛⲛⲉⲛⲙⲟⲩ	ϫⲉ|ⲛⲛⲉ|ⲛ|ⲙⲟⲩ
ⲙⲡⲟⲩϫⲱϩ	ⲙⲡ|ⲟⲩ|ϫⲱϩ
ⲙⲡⲟⲩⲧⲱⲡⲉ	ⲙⲡ|ⲟⲩ|ⲧⲱⲡⲉ
ϫⲉⲟⲩⲛϩⲉⲛϯⲧⲱⲛ	ϫⲉ|ⲟⲩⲛ|ϩⲉⲛ|ϯⲧⲱⲛ
ⲁϫⲙ	ⲁϫⲙ
ⲉⲩⲕⲁⲡⲛⲟⲥ	ⲉ|ⲩ|ⲕⲁⲡⲛⲟⲥ
ⲉⲃⲟⲗϩⲛ	ⲉⲃⲟⲗ|ϩⲛ
ⲧⲉϥⲧⲁⲡⲣⲟ	ⲧⲉϥ|ⲧⲁⲡⲣⲟ
ϫⲛⲉⲁⲡⲁ	ϫⲛⲉ|ⲁⲡⲁ
ϫⲉⲡⲁⲙⲉⲉⲩⲉ	ϫⲉ|ⲡⲁ|ⲙⲉⲉⲩⲉ
ⲉⲧⲣⲉⲡⲉⲕⲙⲉⲉⲩⲉ	ⲉ|ⲧⲣⲉ|ⲡⲉⲕ|ⲙⲉⲉⲩⲉ
ⲉⲧⲣⲉⲕⲛⲁⲩ	ⲉ|ⲧⲣⲉ|ⲕ|ⲛⲁⲩ
ϫⲉⲕⲙⲡⲉⲥⲏⲧ	ϫⲉ|ⲕ|ⲙ|ⲡ|ⲉⲥⲏⲧ
ⲍⲱⲛⲧ	ⲍⲱⲛⲧ
ϥϫⲓⲙⲟⲉⲓⲧ	ϥ|ϫⲓⲙⲟⲉⲓⲧ
ⲛⲧⲕⲉⲙⲛⲧⲣⲉϥϣⲡϩⲓⲥⲉ	ⲛ|ⲧ|ⲕⲉ|ⲙⲛⲧⲣⲉϥϣⲡϩⲓⲥⲉ
ϫⲡⲓⲟⲛ	ϫⲡⲓⲟ|ⲛ
ⲉⲧⲉⲟⲩⲁ	ⲉⲧⲉ|ⲟⲩⲁ
ⲉⲧⲛⲁϫⲟⲟⲥ	ⲉⲧ|ⲛⲁ|ϫⲟⲟ|ⲥ
ⲛⲁⲕⲱ	ⲛⲁ|ⲕⲱ
ⲙⲛⲛⲥⲁⲧⲣⲉⲩⲥⲟⲟⲩⲛ	ⲙⲛⲛⲥⲁ|ⲧⲣⲉ|ⲩ|ⲥⲟⲟⲩⲛ
ⲉⲛⲧⲁⲩⲟⲩⲱϣϥ	ⲉⲛⲧ|ⲁ|ⲩ|ⲟⲩⲱϣϥ
ⲉⲧⲃⲉⲧⲁⲕⲁⲑⲁⲣⲥⲓⲁ	ⲉⲧⲃⲉ|ⲧ|ⲁⲕⲁⲑⲁⲣⲥⲓⲁ
ⲉⲧⲣⲉⲡⲉⲧϫⲱ	ⲉ|ⲧⲣⲉ|ⲡ|ⲉⲧ|ϫⲱ
ⲙⲛⲙⲡⲟⲣⲛⲟⲥ	ⲙⲛ|ⲙ|ⲡⲟⲣⲛⲟⲥ
ⲙⲛⲛⲉⲧϩⲟⲟⲩ	ⲙⲛ|ⲛ|ⲉⲧ|ϩⲟⲟⲩ
ⲉⲩϣⲁⲛⲕⲧⲟⲟⲩ	ⲉⲩϣⲁⲛ|ⲕⲧⲟ|ⲟⲩ
ⲛⲁⲇⲓⲕⲟⲛ	ⲛ|ⲁⲇⲓⲕⲟⲛ
ⲉⲧⲱⲧ	ⲉ|ⲧⲱⲧ
ϫⲉⲉⲧⲉⲧⲛⲕⲱⲧⲉ	ϫⲉ|ⲉ|ⲧⲉⲧⲛ|ⲕⲱⲧⲉ
ⲙⲛϩⲉⲛϩⲃⲏⲩⲉ	ⲙⲛ|ϩⲉⲛ|ϩⲃⲏⲩⲉ
ⲙⲙⲛⲧⲙⲉ	ⲙ|ⲙⲛⲧⲙⲉ
ⲙⲙⲛⲧⲣⲉϥϫⲓϭⲟⲗ	ⲙ|ⲙⲛⲧⲣⲉϥϫⲓϭⲟⲗ
ϩⲓⲧⲙⲡⲉϩⲟⲩⲟⲛⲟϭⲛⲉϭ	ϩⲓⲧⲙ|ⲡⲉ|ϩⲟⲩⲟⲛⲟϭⲛⲉϭ
ⲉⲧⲃⲉⲛⲉⲛⲧⲁⲩⲉⲓⲣⲉ	ⲉⲧⲃⲉ|ⲛ|ⲉⲛⲧ|ⲁ|ⲩ|ⲉⲓⲣⲉ
ϫⲉⲉⲓⲛⲁⲥⲱⲟⲩϩ	ϫⲉ|ⲉ|ⲓ|ⲛⲁ|ⲥⲱⲟⲩϩ
ⲉⲓⲛⲁⲧⲁⲗⲉⲡⲣⲟⲥⲫⲟⲣⲁ	ⲉ|ⲓ|ⲛⲁ|ⲧⲁⲗⲉ|ⲡⲣⲟⲥⲫⲟⲣⲁ
ⲉⲧⲣⲉϥⲥⲩⲛⲁⲅⲉ	ⲉ|ⲧⲣⲉ|ϥ|ⲥⲩⲛⲁⲅⲉ
ⲉⲧⲁⲗⲉⲡⲣⲟⲥⲫⲟⲣⲁ	ⲉ|ⲧⲁⲗⲉ|ⲡⲣⲟⲥⲫⲟⲣⲁ
ϫⲉⲁⲩⲕⲧⲟⲟⲩ	ϫⲉ|ⲁ|ⲩ|ⲕⲧⲟ|ⲟⲩ
ϩⲛⲛⲉⲩⲡⲉⲧϩⲟⲟⲩ	ϩⲛ|ⲛⲉⲩ|ⲡⲉⲧϩⲟⲟⲩ
ϫⲉⲙⲡⲟⲩⲕⲧⲟⲟⲩ	ϫⲉ|ⲙⲡ|ⲟⲩ|ⲕⲧⲟ|ⲟⲩ
ϫⲉⲙⲛⲕⲣⲓⲙⲁ	ϫⲉ|ⲙⲛ|ⲕⲣⲓⲙⲁ
ⲉϥϣⲁⲛⲥⲱⲟⲩϩ	ⲉϥϣⲁⲛ|ⲥⲱⲟⲩϩ
ⲉⲛϥⲧⲁⲗⲉⲡⲣⲟⲥⲫⲟⲣⲁ	ⲉ|ⲛ|ϥ|ⲧⲁⲗⲉ|ⲡⲣⲟⲥⲫⲟⲣⲁ
ⲛⲉⲩϭⲁⲗⲏⲩ	ⲛⲉ|ⲩ|ϭⲁⲗⲏⲩ
ϫⲉⲉⲩⲛⲁϫⲛⲟⲩϥ	ϫⲉ|ⲉ|ⲩ|ⲛⲁ|ϫⲛⲟⲩ|ϥ
ⲉⲧⲉⲣⲉⲡϩⲱⲃ	ⲉⲧⲉⲣⲉ|ⲡ|ϩⲱⲃ
ⲛⲁϩⲣⲟϣ	ⲛⲁ|ϩⲣⲟϣ
ⲉⲡⲉⲧⲉⲣⲉϩⲉⲛⲣⲱⲙⲉ	ⲉ|ⲡ|ⲉⲧⲉⲣⲉ|ϩⲉⲛ|ⲣⲱⲙⲉ
ϭⲁⲗⲏⲩ	ϭⲁⲗⲏⲩ
ⲉⲡⲉⲩⲥⲛⲟϥ	ⲉ|ⲡⲉⲩ|ⲥⲛⲟϥ
ⲙⲛⲡⲉⲩⲕⲣⲓⲙⲁ	ⲙⲛ|ⲡⲉⲩ|ⲕⲣⲓⲙⲁ
ⲡⲉⲩⲕⲣⲓⲙⲁ	ⲡⲉⲩ|ⲕⲣⲓⲙⲁ
ⲙⲛⲡⲉⲩⲥⲛⲟϥ	ⲙⲛ|ⲡⲉⲩ|ⲥⲛⲟϥ
ϩⲓϫⲛⲧⲥⲟⲟⲩϩⲉ	ϩⲓϫⲛ|ⲧ|ⲥⲟⲟⲩϩⲉ
ⲛϫⲱⲟⲩ	ⲛ|ϫⲱ|ⲟⲩ
ⲙⲡⲉⲧϩⲱⲛ	ⲙ|ⲡ|ⲉⲧ|ϩⲱⲛ
ⲧⲏⲧ	ⲧⲏⲧ
ⲥⲕⲏ	ⲥ|ⲕⲏ
ϩⲓⲧⲙⲡⲧⲱϣ	ϩⲓⲧⲙ|ⲡ|ⲧⲱϣ
ⲙⲛⲡϣⲟϫⲛⲉ	ⲙⲛ|ⲡ|ϣⲟϫⲛⲉ
ⲉⲧⲙⲧⲣⲉϥⲟⲩⲉⲙⲟⲉⲓⲕ	ⲉ|ⲧⲙ|ⲧⲣⲉ|ϥ|ⲟⲩⲉⲙⲟⲉⲓⲕ
ⲉⲥⲉⲙⲟⲟⲩ	ⲉ|ⲥⲉ|ⲙⲟⲟⲩ
ⲙⲛⲧⲥⲩⲛⲁⲅⲱⲅⲏ	ⲙⲛ|ⲧ|ⲥⲩⲛⲁⲅⲱⲅⲏ
ⲉϥⲓⲡⲣⲟⲥⲫⲟⲣⲁ	ⲉ|ϥⲓ|ⲡⲣⲟⲥⲫⲟⲣⲁ
ϣⲁⲛⲧϥϯ	ϣⲁⲛⲧ|ϥ|ϯ
ⲡⲉⲩⲥⲛⲟϥ	ⲡⲉⲩ|ⲥⲛⲟϥ
ⲉϫⲛⲧⲙⲏⲧⲉ	ⲉϫⲛ|ⲧ|ⲙⲏⲧⲉ
ϫⲉⲡⲁⲗⲓⲛ	ϫⲉ|ⲡⲁⲗⲓⲛ
ⲛⲧⲉⲣⲱⲙⲉ	ⲛⲧⲉ|ⲣⲱⲙⲉ
ϩⲛϩⲉⲛϣⲧⲟⲣⲧⲣ	ϩⲛ|ϩⲉⲛ|ϣⲧⲟⲣⲧⲣ
ⲙⲛϩⲉⲛϩⲟⲉⲓⲧⲉ	ⲙⲛ|ϩⲉⲛ|ϩⲟⲉⲓⲧⲉ
ⲙⲡⲉⲓⲥⲟⲡ	ⲙ|ⲡⲉⲓ|ⲥⲟⲡ
ⲛⲛⲉⲛⲕⲉϩⲟⲟⲩ	ⲛ|ⲛⲉⲛ|ⲕⲉ|ϩⲟⲟⲩ
ⲉⲧⲉⲣⲉⲡⲉⲧϣⲁϫⲉ	ⲉⲧⲉⲣⲉ|ⲡ|ⲉⲧ|ϣⲁϫⲉ
ϫⲉⲁⲩⲣϩⲉⲛϩⲃⲏⲩⲉ	ϫⲉ|ⲁ|ⲩ|ⲣ|ϩⲉⲛ|ϩⲃⲏⲩⲉ
