ϯⲡⲣⲟⲥⲉⲩⲭⲏ	ϯ|ⲡⲣⲟⲥⲉⲩⲭⲏ
ⲛϫⲉⲛⲓϧⲉⲗϣⲁⲓⲣⲓ	ⲛϫⲉ|ⲛⲓ|ϧⲉⲗϣⲁⲓⲣⲓ
ⲛⲧⲉⲡⲓⲥⲗ	ⲛⲧⲉ|ⲡⲓ|ⲥⲗ
ϫⲉⲁⲥⲁⲟⲩⲗ	ϫⲉ|ⲁ|ⲥⲁⲟⲩⲗ
ϣⲁⲓⲣⲓ	ϣⲁⲓⲣⲓ
ϧⲉⲛϩⲁⲛⲁⲛϣⲟ	ϧⲉⲛ|ϩⲁⲛ|ⲁⲛϣⲟ
ϧⲉⲛϩⲁⲛⲁⲛⲑⲃⲁ	ϧⲉⲛ|ϩⲁⲛ|ⲁⲛⲑⲃⲁ
ⲉϥϣⲁϣⲛⲓ	ⲉ|ϥ|ϣⲁϣⲛⲓ
ⲉⲡⲉϥⲟⲩⲱϣ	ⲉ|ⲡⲉϥ|ⲟⲩⲱϣ
ϫⲉⲛⲉⲣⲭⲣⲉⲓⲁ	ϫⲉ|ⲛ|ⲉⲣⲭⲣⲉⲓⲁ
ϫⲉⲉⲧⲁϥⲥϧⲉ	ϫⲉ|ⲉⲧ|ⲁ|ϥ|ⲥϧⲉ
ϫⲉⲛⲁⲛⲉⲑⲁⲓ	ϫⲉ|ⲛⲁⲛⲉ|ⲑⲁⲓ
ⲥϧⲁⲓ	ⲥϧⲁⲓ
ϫⲉⲭⲛⲁⲥⲉⲛⲡⲁⲓⲙⲁ	ϫⲉ|ⲭ|ⲛⲁ|ⲥⲉⲛ|ⲡⲁⲓ|ⲙⲁ
ϫⲉⲙⲡⲉϥϣⲁϣⲛⲓ	ϫⲉ|ⲙⲡⲉ|ϥ|ϣⲁϣⲛⲓ
ⲁϥⲥϧⲏⲧ	ⲁ|ϥ|ⲥϧⲏⲧ
ϯⲙⲁϩⲥⲛⲟⲩϯ	ϯ|ⲙⲁϩⲥⲛⲟⲩϯ
ⲛⲉⲡⲓⲥⲧⲟⲗⲏ	ⲛ|ⲉⲡⲓⲥⲧⲟⲗⲏ
ⲉⲥⲟⲓ	ⲉ|ⲥ|ⲟⲓ
ⲉⲧⲁϥϫⲓⲙⲓ	ⲉⲧ|ⲁ|ϥ|ϫⲓⲙⲓ
ⲙⲡⲓⲁⲛⲁⲙⲏⲓ	ⲙ|ⲡⲓ|ⲁⲛⲁⲙⲏⲓ
ⲉⲧⲁⲛⲥⲱⲧⲉⲙ	ⲉⲧ|ⲁ|ⲛ|ⲥⲱⲧⲉⲙ
ⲛⲁϣⲏⲣⲓ	ⲛⲁ|ϣⲏⲣⲓ
ⲉⲧⲁⲛⲉⲣⲁⲓⲧⲉⲓⲛ	ⲉⲧ|ⲁ|ⲛ|ⲉⲣⲁⲓⲧⲉⲓⲛ
ⲁⲛϣⲁϣⲛⲓ	ⲁ|ⲛ|ϣⲁϣⲛⲓ
ϩⲓⲧⲉⲛϯϫⲟⲙ	ϩⲓⲧⲉⲛ|ϯ|ϫⲟⲙ
ⲉⲛⲉⲣⲭⲣⲉⲓⲁ	ⲉ|ⲛ|ⲉⲣⲭⲣⲉⲓⲁ
ⲛⲁϥϩⲉϫϩⲱϫ	ⲛⲁ|ϥ|ϩⲉϫϩⲱϫ
ⲉⲧⲁϥϯϩⲟ	ⲉⲧ|ⲁ|ϥ|ϯϩⲟ
ⲙⲟⲅⲓⲥ	ⲙⲟⲅⲓⲥ
ⲁϥⲑⲉⲧⲡⲉϥϩⲏⲧ	ⲁ|ϥ|ⲑⲉⲧ|ⲡⲉϥ|ϩⲏⲧ
ⲉⲭⲁϥ	ⲉ|ⲭⲁ|ϥ
ⲁϥⲥⲉⲙⲛⲏⲧⲥ	ⲁ|ϥ|ⲥⲉⲙⲛⲏⲧ|ⲥ
ⲉⲑⲣⲉϥⲉⲣⲟⲩⲁⲃⲟⲧ	ⲉ|ⲑⲣⲉ|ϥ|ⲉⲣ|ⲟⲩ|ⲁⲃⲟⲧ
ⲛⲧⲉⲛⲣⲟⲙⲡⲓ	ⲛⲧⲉⲛ|ⲣⲟⲙⲡⲓ
ⲉϥⲥϧⲁⲓ	ⲉ|ϥ|ⲥϧⲁⲓ
ⲛⲛⲓϩⲉⲟⲣⲧⲁⲥⲧⲓⲕⲏ	ⲛ|ⲛⲓ|ϩⲉⲟⲣⲧⲁⲥⲧⲓⲕⲏ
ⲁϥⲧⲁϩⲉⲡϣⲁϥⲉ	ⲁ|ϥ|ⲧⲁϩⲉ|ⲡ|ϣⲁϥⲉ
ⲉⲧⲉϥⲙⲉⲓ	ⲉⲧⲉ|ϥ|ⲙⲉⲓ
ⲁϥⲙⲧⲟⲛ	ⲁ|ϥ|ⲙⲧⲟⲛ
ⲡⲧⲉϯⲡⲟⲗⲓⲥ	ⲡⲧⲉ|ϯ|ⲡⲟⲗⲓⲥ
ⲁⲩⲧⲁϩⲟ	ⲁ|ⲩ|ⲧⲁϩⲟ
ⲁⲩⲁⲓϥ	ⲁ|ⲩ|ⲁⲓ|ϥ
ⲛⲉⲙⲛⲉϥⲥⲛⲏⲟⲩ	ⲛⲉⲙ|ⲛⲉϥ|ⲥⲛⲏⲟⲩ
ⲉϫⲉⲙⲡⲉϥϣⲓⲛⲓ	ⲉϫⲉⲙ|ⲡⲉϥ|ϣⲓⲛⲓ
ⲉⲧⲁⲩⲉⲣⲁⲡⲁⲛⲧⲁⲛ	ⲉⲧ|ⲁ|ⲩ|ⲉⲣⲁⲡⲁⲛⲧⲁⲛ
ⲉⲛⲟⲩⲉⲣⲏⲟⲩ	ⲉ|ⲛⲟⲩ|ⲉⲣⲏⲟⲩ
ⲟⲩⲟⲛⲟⲩⲣⲱⲙⲓ	ⲟⲩⲟⲛ|ⲟⲩ|ⲣⲱⲙⲓ
ⲛⲉⲟⲩⲙⲁⲓⲛⲟⲩϯ	ⲛⲉ|ⲟⲩ|ⲙⲁⲓⲛⲟⲩϯ
ϧⲉⲛⲟⲩⲧⲓⲙⲓ	ϧⲉⲛ|ⲟⲩ|ⲧⲓⲙⲓ
ϫⲉϫⲉⲃⲣⲟⲛⲁⲑⲏⲛⲓ	ϫⲉ|ϫⲉⲃⲣⲟⲛⲁⲑⲏⲛⲓ
ⲛⲛⲁϩϯ	ⲛ|ⲛⲁϩϯ
ⲉϥϯϩⲟ	ⲉ|ϥ|ϯϩⲟ
ϫⲉⲉⲡⲉⲓⲇⲏ	ϫⲉ|ⲉⲡⲉⲓⲇⲏ
ⲡⲗⲟⲅⲟⲥ	ⲡ|ⲗⲟⲅⲟⲥ
ⲛⲛⲓⲇⲏⲙⲟⲥⲓⲟⲛ	ⲛ|ⲛⲓ|ⲇⲏⲙⲟⲥⲓⲟⲛ
ⲉⲑⲣⲉⲕⲧⲱⲃϩ	ⲉ|ⲑⲣⲉ|ⲕ|ⲧⲱⲃϩ
ⲛⲧⲉϥϭⲱⲣⲡ	ⲛⲧⲉ|ϥ|ϭⲱⲣⲡ
ⲡⲑⲱϣ	ⲡ|ⲑⲱϣ
ⲙⲡⲁⲏⲓ	ⲙ|ⲡⲁ|ⲏⲓ
ⲛϩⲓⲕⲁⲛⲟⲥ	ⲛ|ϩⲓⲕⲁⲛⲟⲥ
ⲡⲁⲓϩⲱⲃ	ⲡⲁⲓ|ϩⲱⲃ
ⲉⲧⲉⲕⲙⲉⲩⲓ	ⲉⲧⲉ|ⲕ|ⲙⲉⲩⲓ
ⲉⲡϭⲟⲉⲓⲥ	ⲉ|ⲡ|ϭⲟⲉⲓⲥ
ⲉⲧⲉⲕⲛⲁⲉⲣⲁⲓⲧⲉⲓⲛ	ⲉⲧⲉ|ⲕ|ⲛⲁ|ⲉⲣⲁⲓⲧⲉⲓⲛ
ⲡⲉϫⲉⲡⲓⲉⲡⲓⲥⲕⲟⲡⲟⲥ	ⲡⲉϫⲉ|ⲡⲓ|ⲉⲡⲓⲥⲕⲟⲡⲟⲥ
ⲡⲉϥⲙⲁⲑⲏⲧⲏⲥ	ⲡⲉϥ|ⲙⲁⲑⲏⲧⲏⲥ
ϫⲉⲙⲁⲣⲉⲛⲧⲱⲃϩ	ϫⲉ|ⲙⲁⲣⲉ|ⲛ|ⲧⲱⲃϩ
ⲙⲡⲁⲓⲉϫⲱⲣϩ	ⲙ|ⲡⲁⲓ|ⲉϫⲱⲣϩ
ⲡⲉⲛⲛⲟⲩϯ	ⲡⲉⲛ|ⲛⲟⲩϯ
ⲉⲣⲉⲡⲓⲃ	ⲉⲣⲉ|ⲡⲓ|ⲃ
ⲉⲩⲧⲱⲃϩ	ⲉ|ⲩ|ⲧⲱⲃϩ
ⲁⲡⲓⲙⲁ	ⲁ|ⲡⲓ|ⲙⲁ
ⲉⲣⲟⲩⲱⲓⲛⲓ	ⲉⲣⲟⲩⲱⲓⲛⲓ
ⲙⲡⲉ	ⲙⲡⲉ
ϣϫⲉⲙϫⲟⲙ	ϣ|ϫⲉⲙϫⲟⲙ
ϧⲁⲡⲓⲟⲩⲱⲓⲛⲓ	ϧⲁ|ⲡⲓ|ⲟⲩⲱⲓⲛⲓ
ⲁϥϩⲉⲓ	ⲁ|ϥ|ϩⲉⲓ
ϣⲁⲧⲉϥⲉⲣⲑⲉⲱⲣⲉⲓⲛ	ϣⲁⲧⲉ|ϥ|ⲉⲣⲑⲉⲱⲣⲉⲓⲛ
ϩⲉⲛⲟⲩⲙⲉⲧϫⲱⲣⲓ	ϩⲉⲛ|ⲟⲩ|ⲙⲉⲧϫⲱⲣⲓ
ⲛϫⲉⲡⲓⲁⲅⲅⲉⲗⲟⲥ	ⲛϫⲉ|ⲡⲓ|ⲁⲅⲅⲉⲗⲟⲥ
ϫⲉⲁⲛⲉⲕϩⲃⲏⲟⲩⲓ	ϫⲉ|ⲁ|ⲛⲉⲕ|ϩⲃⲏⲟⲩⲓ
ⲉⲑⲛⲁⲛⲉⲩ	ⲉⲑ|ⲛⲁⲛⲉ|ⲩ
ⲉⲣⲛⲓϣϯ	ⲉⲣⲛⲓϣϯ
ⲛⲉⲙⲛⲉⲕϣⲗⲏⲗ	ⲛⲉⲙ|ⲛⲉⲕ|ϣⲗⲏⲗ
ⲁϥϯϫⲟⲙ	ⲁ|ϥ|ϯ|ϫⲟⲙ
ϫⲉⲉⲑⲃⲉⲡⲉϥⲧⲟⲩⲃⲟ	ϫⲉ|ⲉⲑⲃⲉ|ⲡⲉϥ|ⲧⲟⲩⲃⲟ
ⲁϥϥⲁⲓ	ⲁ|ϥ|ϥⲁⲓ
ϧⲁⲡⲓϭⲱⲣⲡ	ϧⲁ|ⲡⲓ|ϭⲱⲣⲡ
ϫⲉⲱⲟⲩⲛⲓⲁⲧⲟⲩ	ϫⲉ|ⲱⲟⲩ|ⲛⲓⲁⲧ|ⲟⲩ
ϧⲉⲛⲡⲟⲩϩⲏⲧ	ϧⲉⲛ|ⲡⲟⲩ|ϩⲏⲧ
ϫⲉⲛⲑⲱⲟⲩ	ϫⲉ|ⲛⲑⲱⲟⲩ
ⲉⲑⲛⲁⲛⲁⲩ	ⲉⲑ|ⲛⲁ|ⲛⲁⲩ
ⲁⲡⲥⲁϫⲓ	ⲁ|ⲡ|ⲥⲁϫⲓ
ⲉϫⲉⲛⲛⲁⲓϩⲁⲅⲓⲟⲥ	ⲉϫⲉⲛ|ⲛⲁⲓ|ϩⲁⲅⲓⲟⲥ
ⲁⲣⲉϣⲁⲛ	ⲁⲣⲉϣⲁⲛ
ⲉⲧⲟⲩⲛⲁⲉⲣⲁⲓⲧⲉⲓⲛ	ⲉⲧ|ⲟⲩ|ⲛⲁ|ⲉⲣⲁⲓⲧⲉⲓⲛ
ϩⲓⲧⲉⲛⲡⲁⲓⲱⲧ	ϩⲓⲧⲉⲛ|ⲡⲁ|ⲓⲱⲧ
ⲉⲧϧⲉⲛⲛⲓⲫⲏⲟⲩⲓ	ⲉⲧ|ϧⲉⲛ|ⲛⲓ|ⲫⲏⲟⲩⲓ
ⲁϥⲧⲁϩ	ⲁ|ϥ|ⲧⲁϩ
ⲉⲡⲓϣⲁϥⲉ	ⲉ|ⲡⲓ|ϣⲁϥⲉ
ⲛⲉⲙⲛⲓⲥⲛⲏⲟⲩ	ⲛⲉⲙ|ⲛⲓ|ⲥⲛⲏⲟⲩ
ⲉⲩϫⲟⲩϣⲧ	ⲉ|ⲩ|ϫⲟⲩϣⲧ
ⲉϥⲑⲱϩⲉⲙ	ⲉ|ϥ|ⲑⲱϩⲉⲙ
ⲉⲡⲓⲁⲅⲱⲛ	ⲉ|ⲡⲓ|ⲁⲅⲱⲛ
ⲛⲉⲧⲉϥⲥⲩⲛⲏⲑⲉⲓⲁ	ⲛⲉ|ⲧⲉϥ|ⲥⲩⲛⲏⲑⲉⲓⲁ
ⲉⲛⲓⲉϩⲟⲟⲩ	ⲉ|ⲛⲓ|ⲉϩⲟⲟⲩ
ⲛⲧⲉⲡⲓϩⲙⲉ	ⲛⲧⲉ|ⲡⲓ|ϩⲙⲉ
ϣⲁϥⲉⲣⲁⲛⲁⲭⲱⲣⲉⲓⲛ	ϣⲁ|ϥ|ⲉⲣⲁⲛⲁⲭⲱⲣⲉⲓⲛ
ϧⲉⲛⲟⲩⲕⲟⲩϫⲓ	ϧⲉⲛ|ⲟⲩ|ⲕⲟⲩϫⲓ
ⲙⲡⲓⲙⲟⲛⲁⲥⲧⲏⲣⲓⲟⲛ	ⲙ|ⲡⲓ|ⲙⲟⲛⲁⲥⲧⲏⲣⲓⲟⲛ
ⲉϥⲉⲣⲁⲡⲁⲛⲧⲁⲛ	ⲉ|ϥ|ⲉⲣⲁⲡⲁⲛⲧⲁⲛ
ⲉⲧⲁⲩϩⲓⲕⲟⲧ	ⲉⲧ|ⲁ|ⲩ|ϩⲓⲕⲟⲧ
ⲛⲓⲛⲓϣϯ	ⲛⲓ|ⲛⲓϣϯ
ⲛⲛⲟⲩⲙⲉⲩⲓ	ⲛ|ⲛⲟⲩ|ⲙⲉⲩⲓ
ⲁⲩϫⲉⲙϩⲏⲟⲩ	ⲁ|ⲩ|ϫⲉⲙϩⲏⲟⲩ
ⲉⲡⲉϥⲙⲁ	ⲉ|ⲡⲉϥ|ⲙⲁ
ⲉϩⲁⲛⲕⲟⲩϫⲓ	ⲉ|ϩⲁⲛ|ⲕⲟⲩϫⲓ
ⲛⲉⲙⲟⲩⲕⲟⲩϫⲓ	ⲛⲉⲙ|ⲟⲩ|ⲕⲟⲩϫⲓ
ⲛϩⲙⲟⲩ	ⲛ|ϩⲙⲟⲩ
ⲙⲡⲉϥⲁⲙⲟⲛⲓ	ⲙ|ⲡⲉϥ|ⲁⲙⲟⲛⲓ
ϫⲉⲡⲉⲛⲓⲱⲧ	ϫⲉ|ⲡⲉⲛ|ⲓⲱⲧ
ⲁⲕⲟⲩⲉⲙ	ⲁ|ⲕ|ⲟⲩⲉⲙ
ⲛⲛⲁⲓⲉϩⲟⲟⲩ	ⲛ|ⲛⲁⲓ|ⲉϩⲟⲟⲩ
ⲉⲧⲉⲛⲓⲥⲛⲏⲟⲩ	ⲉⲧⲉ|ⲛⲓ|ⲥⲛⲏⲟⲩ
ϫⲉⲧⲉⲛⲛⲁⲩ	ϫⲉ|ⲧⲉⲛ|ⲛⲁⲩ
ⲉⲱⲓⲕ	ⲉ|ⲱⲓⲕ
ϩⲓϩⲙⲟⲩ	ϩⲓ|ϩⲙⲟⲩ
ϫⲉⲛⲧⲉⲛⲓⲛⲓ	ϫⲉ|ⲛⲧⲉ|ⲛ|ⲓⲛⲓ
ⲛϩⲁⲛ	ⲛ|ϩⲁⲛ
ⲕⲟⲩϫⲓ	ⲕⲟⲩϫⲓ
ⲙⲡⲉϥⲉⲣⲁⲛⲉⲭⲉⲥⲑⲁⲓ	ⲙⲡⲉ|ϥ|ⲉⲣⲁⲛⲉⲭⲉⲥⲑⲁⲓ
ϫⲉⲡⲉⲧⲥϣⲉ	ϫⲉ|ⲡ|ⲉⲧ|ⲥϣⲉ
ⲛⲧⲁϣⲉⲡϩⲁⲛⲕⲟⲩϫⲓ	ⲛ|ⲧⲁ|ϣⲉⲡ|ϩⲁⲛ|ⲕⲟⲩϫⲓ
ⲛⲓⲥⲛⲏⲟⲩ	ⲛⲓ|ⲥⲛⲏⲟⲩ
ⲉⲑⲃⲉⲛⲉϥⲁⲥⲕⲏⲥⲓⲥ	ⲉⲑⲃⲉ|ⲛⲉϥ|ⲁⲥⲕⲏⲥⲓⲥ
ⲛϣⲉⲛⲛⲟⲩϥⲓ	ⲛ|ϣⲉⲛⲛⲟⲩϥⲓ
ϧⲁⲧⲉⲛⲟⲩⲟⲛ	ϧⲁⲧⲉⲛ|ⲟⲩⲟⲛ
ⲛⲉⲙⲧⲭⲱⲣⲁ	ⲛⲉⲙ|ⲧ|ⲭⲱⲣⲁ
ⲛⲭⲏⲙⲓ	ⲛ|ⲭⲏⲙⲓ
ⲕⲁⲧⲁⲡⲥⲁϫⲓ	ⲕⲁⲧⲁ|ⲡ|ⲥⲁϫⲓ
ⲙⲡⲓⲉⲩⲁⲅⲅⲉⲗⲓⲟⲛ	ⲙ|ⲡⲓ|ⲉⲩⲁⲅⲅⲉⲗⲓⲟⲛ
ⲟⲩⲃⲁⲕⲓ	ⲟⲩ|ⲃⲁⲕⲓ
ⲛⲁⲭⲱⲡ	ⲛⲁ|ⲭⲱⲡ
ⲉⲥⲭⲏ	ⲉ|ⲥ|ⲭⲏ
ϩⲓϫⲉⲛⲟⲩⲧⲱⲟⲩ	ϩⲓϫⲉⲛ|ⲟⲩ|ⲧⲱⲟⲩ
ⲙⲡⲁⲩϭⲉⲣⲉⲟⲩϧⲏⲃⲥ	ⲙⲡⲁ|ⲩ|ϭⲉⲣⲉ|ⲟⲩ|ϧⲏⲃⲥ
ⲛⲥⲉⲭⲁϥ	ⲛ|ⲥⲉ|ⲭⲁ|ϥ
ϧⲁⲟⲩⲙⲉⲛⲧ	ϧⲁ|ⲟⲩ|ⲙⲉⲛⲧ
ϣⲁⲩⲭⲁⲓ	ϣⲁ|ⲩ|ⲭⲁ|ⲓ
ϩⲓϫⲉⲛϯⲗⲩⲭⲛⲓⲁ	ϩⲓϫⲉⲛ|ϯ|ⲗⲩⲭⲛⲓⲁ
ⲛⲧⲉϥⲉⲣⲟⲩⲱⲓⲛⲓ	ⲛⲧⲉ|ϥ|ⲉⲣⲟⲩⲱⲓⲛⲓ
ⲉⲧϧⲉⲛⲡⲓⲏⲓ	ⲉⲧ|ϧⲉⲛ|ⲡⲓ|ⲏⲓ
ⲕⲁⲓⲧⲟⲓ	ⲕⲁⲓⲧⲟⲓ
ⲁⲩϩⲓⲧⲟⲧⲟⲩ	ⲁ|ⲩ|ϩⲓ|ⲧⲟⲧ|ⲟⲩ
ⲉⲑⲣⲟⲩⲁⲓϥ	ⲉ|ⲑⲣ|ⲟⲩ|ⲁⲓ|ϥ
ϧⲉⲛⲟⲩⲙⲉⲧⲁⲧⲣⲱⲟⲩϣ	ϧⲉⲛ|ⲟⲩ|ⲙⲉⲧⲁⲧⲣⲱⲟⲩϣ
ϫⲉⲥⲣⲱϥⲧ	ϫⲉ|ⲥⲣⲱϥⲧ
ⲛⲧⲉⲡⲉⲛⲟⲩϫⲁⲓ	ⲛⲧⲉ|ⲡⲉⲛ|ⲟⲩϫⲁⲓ
ⲉⲡⲓⲕⲟⲩϫⲓ	ⲉ|ⲡⲓ|ⲕⲟⲩϫⲓ
ⲙⲡⲟⲩⲉⲗⲱⲓⲕ	ⲙⲡ|ⲟⲩ|ⲉⲗⲱⲓⲕ
ⲉⲧⲁϥⲉⲣⲡⲓⲉϩⲟⲟⲩ	ⲉⲧ|ⲁ|ϥ|ⲉⲣ|ⲡⲓ|ⲉϩⲟⲟⲩ
ⲛⲉⲙⲡⲓⲙⲁϩⲃ	ⲛⲉⲙ|ⲡⲓ|ⲙⲁϩⲃ
ⲛⲉⲙⲡⲓⲙⲁϩⲅ	ⲛⲉⲙ|ⲡⲓ|ⲙⲁϩⲅ
ϣⲁⲡⲓⲙⲁϩⲉ	ϣⲁ|ⲡⲓ|ⲙⲁϩⲉ
ⲛⲁⲑⲟⲩⲱⲙ	ⲛ|ⲁⲑⲟⲩⲱⲙ
ϧⲉⲛⲡⲓⲙⲁϩⲉ	ϧⲉⲛ|ⲡⲓ|ⲙⲁϩⲉ
ⲛⲧⲉⲧⲉϥⲙⲉⲧⲁⲧⲟⲩⲱⲙ	ⲛⲧⲉ|ⲧⲉϥ|ⲙⲉⲧⲁⲧⲟⲩⲱⲙ
ⲙⲡⲗⲁⲝ	ⲙ|ⲡⲗⲁⲝ
ⲉⲧⲁⲩⲉⲛⲥ	ⲉⲧ|ⲁ|ⲩ|ⲉⲛ|ⲥ
ϧⲉⲛⲡⲓϭⲣⲱⲡ	ϧⲉⲛ|ⲡⲓ|ϭⲣⲱⲡ
ⲛⲟⲩⲡⲣⲟⲥⲉⲩⲭⲏ	ⲛ|ⲟⲩ|ⲡⲣⲟⲥⲉⲩⲭⲏ
ⲉϥϣⲉⲡϩⲙⲟⲧ	ⲉ|ϥ|ϣⲉⲡϩⲙⲟⲧ
ⲁϥⲟⲩⲱⲙ	ⲁ|ϥ|ⲟⲩⲱⲙ
ⲡⲉϥⲣⲁⲥϯ	ⲡⲉϥ|ⲣⲁⲥϯ
ⲁϥⲉⲛⲡⲓⲕⲉⲥⲱϫⲡ	ⲁ|ϥ|ⲉⲛ|ⲡⲓ|ⲕⲉ|ⲥⲱϫⲡ
ⲉⲡⲓⲙⲟⲛⲁⲥⲧⲏⲣⲓⲟⲛ	ⲉ|ⲡⲓ|ⲙⲟⲛⲁⲥⲧⲏⲣⲓⲟⲛ
ϫⲉⲉⲧⲁⲕϫⲉⲙⲡⲁⲓⲱⲓⲕ	ϫⲉ|ⲉⲧ|ⲁ|ⲕ|ϫⲉⲙ|ⲡⲁⲓ|ⲱⲓⲕ
ⲉⲧϫⲏⲛ	ⲉⲧ|ϫⲏⲛ
ⲛⲑⲱⲛ	ⲛ|ⲑⲱⲛ
ⲁϥϩⲉⲡⲡⲓϩⲱⲃ	ⲁ|ϥ|ϩⲉⲡ|ⲡⲓ|ϩⲱⲃ
ϫⲉⲁⲩⲉⲛϥ	ϫⲉ|ⲁ|ⲩ|ⲉⲛ|ϥ
ϧⲉⲛⲭⲏⲙⲓ	ϧⲉⲛ|ⲭⲏⲙⲓ
ⲉⲧⲁⲩϣⲉⲛⲛⲟⲩⲉⲣⲏⲟⲩ	ⲉⲧ|ⲁ|ⲩ|ϣⲉⲛ|ⲛⲟⲩ|ⲉⲣⲏⲟⲩ
ϫⲉⲁⲛⲁⲟⲩⲟⲛϧⲉⲛⲑⲏⲛⲟⲩ	ϫⲉ|ⲁⲛ|ⲁ|ⲟⲩⲟⲛ|ϧⲉⲛ|ⲑⲏⲛⲟⲩ
ⲛⲧⲁⲓϩⲉⲃⲇⲟⲙⲁⲥ	ⲛ|ⲧⲁⲓ|ϩⲉⲃⲇⲟⲙⲁⲥ
ⲉⲗⲱⲓⲕ	ⲉⲗⲱⲓⲕ
ⲙⲡⲟⲩϫⲉⲙⲟⲩⲟⲛ	ⲙⲡ|ⲟⲩ|ϫⲉⲙ|ⲟⲩⲟⲛ
ⲉⲁⲩⲱⲗⲓ	ⲉ|ⲁ|ⲩ|ⲱⲗⲓ
ⲁⲩⲉⲙⲓ	ⲁ|ⲩ|ⲉⲙⲓ
ϫⲉⲟⲩⲉⲃⲟⲗ	ϫⲉ|ⲟⲩ|ⲉⲃⲟⲗ
ⲉⲩⲉⲥⲓ	ⲉⲩⲉ|ⲥⲓ
ⲉⲣⲉⲧⲉⲛⲉϩⲕⲟ	ⲉⲣⲉⲧⲉⲛⲉ|ϩⲕⲟ
ⲉⲩⲉⲥⲱ	ⲉⲩⲉ|ⲥⲱ
ⲉⲣⲉⲧⲉⲛⲉⲓⲃⲓ	ⲉⲣⲉⲧⲉⲛⲉ|ⲓⲃⲓ
ⲡⲓⲁⲅⲁⲑⲟⲛ	ⲡⲓ|ⲁⲅⲁⲑⲟⲛ
ⲛⲧⲉⲡⲓⲕⲁϩⲓ	ⲛⲧⲉ|ⲡⲓ|ⲕⲁϩⲓ
ⲉⲣⲉⲧⲉⲛⲉⲟⲩⲟⲙⲟⲩ	ⲉⲣⲉⲧⲉⲛⲉ|ⲟⲩⲟⲙ|ⲟⲩ
ⲧⲁⲓϣⲫⲏⲣⲓ	ⲧⲁⲓ|ϣⲫⲏⲣⲓ
ⲟⲩⲟⲧⲉⲃ	ⲟⲩⲟⲧⲉⲃ
ⲉⲑⲁⲡⲓⲡⲣⲟⲫⲏⲧⲏⲥ	ⲉ|ⲑⲁ|ⲡⲓ|ⲡⲣⲟⲫⲏⲧⲏⲥ
ⲉⲧⲟⲩⲁϧ	ⲉⲧ|ⲟⲩⲁϧ
ⲏⲗⲓⲁⲥ	ⲏⲗⲓⲁⲥ
ⲙⲉⲛⲉⲛⲥⲁⲉⲧⲟⲩⲉⲛⲱⲓⲕ	ⲙⲉⲛⲉⲛⲥⲁ|ⲉⲧ|ⲟⲩ|ⲉⲛⲱⲓⲕ
ⲉⲃⲟⲗϧⲉⲛ	ⲉⲃⲟⲗ|ϧⲉⲛ
ⲧⲫⲉ	ⲧ|ⲫⲉ
ϩⲓⲧⲉⲛⲡⲓⲁⲅⲅⲉⲗⲟⲥ	ϩⲓⲧⲉⲛ|ⲡⲓ|ⲁⲅⲅⲉⲗⲟⲥ
ϧⲉⲛⲡϫⲓⲛⲑⲣⲉϥϧⲱⲧⲉⲃ	ϧⲉⲛ|ⲡ|ϫⲓⲛⲑⲣⲉϥϧⲱⲧⲉⲃ
ⲛⲧⲉⲡϣⲓⲡⲓ	ⲛⲧⲉ|ⲡ|ϣⲓⲡⲓ
ⲛϫⲉⲱⲣⲓⲱⲛ	ⲛϫⲉ|ⲱⲣⲓⲱⲛ
ⲛⲧⲉⲥⲁⲓ	ⲛⲧⲉ|ⲥⲁⲓ
ⲛⲁⲛⲁⲅⲛⲱⲥⲧⲏⲥ	ⲛ|ⲁⲛⲁⲅⲛⲱⲥⲧⲏⲥ
ⲙⲡⲁⲧϥⲉⲣⲉⲡⲓⲥⲕⲟⲡⲟⲥ	ⲙⲡⲁⲧ|ϥ|ⲉⲣⲉⲡⲓⲥⲕⲟⲡⲟⲥ
ⲉⲑⲣⲉϥϭⲓⲥⲙⲟⲩ	ⲉ|ⲑⲣⲉ|ϥ|ϭⲓⲥⲙⲟⲩ
ⲡⲉⲧⲉϥⲥⲩⲛⲏⲑⲉⲓⲁ	ⲡ|ⲉⲧⲉ|ϥ|ⲥⲩⲛⲏⲑⲉⲓⲁ
ⲉϣⲧⲉⲙⲑⲣⲉϥϩⲉⲙⲥⲓ	ⲉ|ϣⲧⲉⲙ|ⲑⲣⲉ|ϥ|ϩⲉⲙⲥⲓ
ϧⲉⲛⲡⲓⲡⲁⲥⲭⲁ	ϧⲉⲛ|ⲡⲓ|ⲡⲁⲥⲭⲁ
ⲙⲡⲓϣⲛⲉ	ⲙ|ⲡⲓ|ϣⲛⲉ
ⲡⲉϫⲉⲡⲓⲁⲗⲟⲩ	ⲡⲉϫⲉ|ⲡⲓ|ⲁⲗⲟⲩ
ϫⲉⲡⲁⲓⲱⲧ	ϫⲉ|ⲡⲁ|ⲓⲱⲧ
ⲉⲓⲟⲩⲱϣ	ⲉ|ⲓ|ⲟⲩⲱϣ
ⲉⲉⲣⲙⲟⲛⲁⲭⲟⲥ	ⲉ|ⲉⲣⲙⲟⲛⲁⲭⲟⲥ
ⲛⲓⲉⲣⲙⲱⲟⲩⲓ	ⲛⲓ|ⲉⲣⲙⲱⲟⲩⲓ
